# kernel-wiki source mapping
# format: source<TAB>src_rel_path<TAB>wiki_path
# source: tvm | cuda | leetcuda
# src_rel_path: relative to source root (~/tvm_mlir_learn, ~/how-to-optim-algorithm-in-cuda/korean, ~/leetcuda/blogs/ko)
# wiki_path: relative to content/
# To add a new file: add a line here and run ./sync.sh

# === TVM: pandaCV_blog articles ===
tvm	pandaCV_blog/articles/zerodl_15_mlir_toy_lowering_llvm/[밑바닥부터 배우는 딥러닝 컴파일러] 15. MLIR Toy Tutorials 학습 노트 — LLVM IR로 Lowering.md	1-dl-compiler/mlir/[밑바닥부터 배우는 딥러닝 컴파일러] 15. MLIR Toy Tutorials 학습 노트 — LLVM IR로 Lowering.md
tvm	pandaCV_blog/articles/mlir_ods_summary_16/[밑바닥부터 배우는 딥러닝 컴파일러] 16. MLIR ODS 핵심 정리 (상).md	1-dl-compiler/mlir/[밑바닥부터 배우는 딥러닝 컴파일러] 16. MLIR ODS 핵심 정리 (상).md
tvm	pandaCV_blog/articles/mlir_ods_summary_17/[밑바닥부터 배우는 딥러닝 컴파일러] 17. MLIR ODS 핵심 정리 (하).md	1-dl-compiler/mlir/[밑바닥부터 배우는 딥러닝 컴파일러] 17. MLIR ODS 핵심 정리 (하).md
tvm	pandaCV_blog/articles/mlir_interfaces_18/[밑바닥부터 배우는 딥러닝 컴파일러] 18. MLIR의 Interfaces.md	1-dl-compiler/mlir/[밑바닥부터 배우는 딥러닝 컴파일러] 18. MLIR의 Interfaces.md
tvm	pandaCV_blog/articles/mlir_pass_practice_19/[밑바닥부터 배우는 딥러닝 컴파일러] 19. MLIR의 Pass 메커니즘 실습.md	1-dl-compiler/mlir/[밑바닥부터 배우는 딥러닝 컴파일러] 19. MLIR의 Pass 메커니즘 실습.md
tvm	pandaCV_blog/articles/mlir_pattern_rewrite_20/[밑바닥부터 배우는 딥러닝 컴파일러] 20. MLIR의 Pattern Rewrite 메커니즘.md	1-dl-compiler/mlir/[밑바닥부터 배우는 딥러닝 컴파일러] 20. MLIR의 Pattern Rewrite 메커니즘.md

# === TVM: Triton ===
tvm	pandaCV_blog/articles/triton_mlir_0_compile/OpenAI Triton MLIR 0장 — 소스 컴파일.md	1-dl-compiler/triton/OpenAI Triton MLIR 0장 — 소스 컴파일.md
tvm	pandaCV_blog/articles/triton_mlir_1_dsl/OpenAI Triton MLIR 1장 — Triton DSL.md	1-dl-compiler/triton/OpenAI Triton MLIR 1장 — Triton DSL.md

# === TVM: Papers ===
tvm	pandaCV_blog/articles/osdi_2021_pet/OSDI 2021 PET 논문 해설 (코드 생성 관련 작업).md	9-papers-lectures/papers/OSDI 2021 PET 논문 해설 (코드 생성 관련 작업).md
tvm	pandaCV_blog/articles/pytorch_fx_paper_reading/Mu Li 식 독서법으로 PyTorch FX 논문 읽기.md	9-papers-lectures/papers/Mu Li 식 독서법으로 PyTorch FX 논문 읽기.md
tvm	pandaCV_blog/articles/mlsys_15_884/MLSys 15-884 강의 소개.md	9-papers-lectures/papers/MLSys 15-884 강의 소개.md
tvm	paper_reading/Ansor Generating High-Performance Tensor Programs for Deep Learning.md	9-papers-lectures/papers/tvm-mlir-papers/Ansor Generating High-Performance Tensor Programs for Deep Learning.md
tvm	paper_reading/MLIR: A Complier Infrastructure for the End of Moore's Law.md	9-papers-lectures/papers/tvm-mlir-papers/MLIR: A Complier Infrastructure for the End of Moore's Law.md
tvm	paper_reading/PET: Optimizing Tensor Programs with Partially Equivalent Transformations and Automated Corrections.md	9-papers-lectures/papers/tvm-mlir-papers/PET: Optimizing Tensor Programs with Partially Equivalent Transformations and Automated Corrections.md
tvm	paper_reading/Roller: Fast and Efficient Tensor Compilation for Deep Learning.md	9-papers-lectures/papers/tvm-mlir-papers/Roller: Fast and Efficient Tensor Compilation for Deep Learning.md

# === TVM: GEMM ===
tvm	pandaCV_blog/articles/gemm_optimize_intro/how-to-optimize-gemm 기반 행렬 곱 최적화 탐구.md	2-cuda-kernels/gemm/how-to-optimize-gemm 기반 행렬 곱 최적화 탐구.md
tvm	pandaCV_blog/articles/gemm_optimize_revisit/도중에 험난한 길 — 행렬 곱 최적화 재탐구.md	2-cuda-kernels/gemm/도중에 험난한 길 — 행렬 곱 최적화 재탐구.md

# === TVM: optimize_gemm ===
tvm	optimize_gemm/README.md	2-cuda-kernels/gemm/optimize_gemm/README.md
tvm	optimize_gemm/cpufp/README.md	2-cuda-kernels/gemm/optimize_gemm/cpufp/README.md
tvm	optimize_gemm/how_to_optimize_gemm/README.md	2-cuda-kernels/gemm/optimize_gemm/how_to_optimize_gemm/README.md

# === CUDA: cuda-mode lectures ===
cuda	cuda-mode/lectures/Lecture 1 PyTorch에서 CUDA kernels profile하는 방법.md	9-papers-lectures/cuda-mode-lectures/Lecture 1 PyTorch에서 CUDA kernels profile하는 방법.md
cuda	cuda-mode/lectures/Lecture 2 Ch1-3 PMPP book.md	9-papers-lectures/cuda-mode-lectures/Lecture 2 Ch1-3 PMPP book.md
cuda	cuda-mode/lectures/Lecture 4 Ch4-5 PMPP book.md	9-papers-lectures/cuda-mode-lectures/Lecture 4 Ch4-5 PMPP book.md
cuda	cuda-mode/lectures/Lecture 6 Optimizing Optimizer.md	9-papers-lectures/cuda-mode-lectures/Lecture 6 Optimizing Optimizer.md
cuda	cuda-mode/lectures/Lecture 7 Quantization Cuda vs Triton.md	9-papers-lectures/cuda-mode-lectures/Lecture 7 Quantization Cuda vs Triton.md
cuda	cuda-mode/lectures/Lecture 8 CUDA Performance Checklist.md	9-papers-lectures/cuda-mode-lectures/Lecture 8 CUDA Performance Checklist.md
cuda	cuda-mode/lectures/Lecture 9 Reductions.md	9-papers-lectures/cuda-mode-lectures/Lecture 9 Reductions.md
cuda	cuda-mode/lectures/Lecture 11 GPU Sparsity.md	9-papers-lectures/cuda-mode-lectures/Lecture 11 GPU Sparsity.md
cuda	cuda-mode/lectures/Lecture 12 Flash Attention.md	9-papers-lectures/cuda-mode-lectures/Lecture 12 Flash Attention.md
cuda	cuda-mode/lectures/Lecture 13 Ring Attention.md	9-papers-lectures/cuda-mode-lectures/Lecture 13 Ring Attention.md
cuda	cuda-mode/lectures/Lecture 14 Triton 입문 튜토리얼.md	9-papers-lectures/cuda-mode-lectures/Lecture 14 Triton 입문 튜토리얼.md
cuda	cuda-mode/lectures/Lecture 15 CUTLASS.md	9-papers-lectures/cuda-mode-lectures/Lecture 15 CUTLASS.md
cuda	cuda-mode/lectures/Lecture 16 CUDA C++ 핵심 라이브러리로 llm.c를 llm.cpp로 포팅하기.md	9-papers-lectures/cuda-mode-lectures/Lecture 16 CUDA C++ 핵심 라이브러리로 llm.c를 llm.cpp로 포팅하기.md
cuda	cuda-mode/lectures/Lecture 17 GPU 집합 통신(NCCL).md	9-papers-lectures/cuda-mode-lectures/Lecture 17 GPU 집합 통신(NCCL).md
cuda	cuda-mode/lectures/Lecture 20 Scan Algorithm.md	9-papers-lectures/cuda-mode-lectures/Lecture 20 Scan Algorithm.md
cuda	cuda-mode/lectures/Lecture 28 LinkedIn Liger kernel.md	9-papers-lectures/cuda-mode-lectures/Lecture 28 LinkedIn Liger kernel.md
cuda	cuda-mode/lectures/Lecture 29 Triton Internals.md	9-papers-lectures/cuda-mode-lectures/Lecture 29 Triton Internals.md
cuda	cuda-mode/lectures/Lecture 40: CUDA Docs for Humans.md	9-papers-lectures/cuda-mode-lectures/Lecture 40: CUDA Docs for Humans.md
cuda	cuda-mode/lectures/Lecture 53 torch.compile Q&A.md	9-papers-lectures/cuda-mode-lectures/Lecture 53 torch.compile Q&A.md
cuda	cuda-mode/lectures/Lecture 76: BackendBench 修复大模型kernel正确性问题.md	9-papers-lectures/cuda-mode-lectures/Lecture 76: BackendBench 修复大模型kernel正确性问题.md
cuda	cuda-mode/lectures/Lecture 77: Domain Specific Languages for GPU Kernels.md	9-papers-lectures/cuda-mode-lectures/Lecture 77: Domain Specific Languages for GPU Kernels.md
cuda	cuda-mode/README.md	9-papers-lectures/cuda-mode-lectures/cuda-mode-overview.md

# === CUDA: lei-mao-blogs → basics ===
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Coalesced Memory Access.md	2-cuda-kernels/basics/CUDA Coalesced Memory Access.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Shared Memory Bank.md	2-cuda-kernels/basics/CUDA Shared Memory Bank.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Shared Memory Swizzling.md	2-cuda-kernels/basics/CUDA Shared Memory Swizzling.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Occupancy Calculation.md	2-cuda-kernels/basics/CUDA Occupancy Calculation.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA L2 Persistent Cache.md	2-cuda-kernels/basics/CUDA L2 Persistent Cache.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Local Memory.md	2-cuda-kernels/basics/CUDA Local Memory.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Constant Memory.md	2-cuda-kernels/basics/CUDA Constant Memory.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Vectorized Memory Access.md	2-cuda-kernels/basics/CUDA Vectorized Memory Access.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Zero Copy Mapped Memory.md	2-cuda-kernels/basics/CUDA Zero Copy Mapped Memory.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Cooperative Groups.md	2-cuda-kernels/basics/CUDA Cooperative Groups.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Default Stream.md	2-cuda-kernels/basics/CUDA Default Stream.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Kernel Execution Overlap.md	2-cuda-kernels/basics/CUDA Kernel Execution Overlap.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Performance Hot VS Cold Measurement.md	2-cuda-kernels/basics/CUDA Performance Hot VS Cold Measurement.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Compatibility.md	2-cuda-kernels/basics/CUDA Compatibility.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]C++ Data Alignment.md	2-cuda-kernels/basics/C++ Data Alignment.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Data Alignment.md	2-cuda-kernels/basics/CUDA Data Alignment.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]NVIDIA GPU Compute Capability.md	2-cuda-kernels/basics/NVIDIA GPU Compute Capability.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]NVIDIA Docker CUDA Compatibility && Nsight Compute In Docker.md	2-cuda-kernels/basics/NVIDIA Docker CUDA Compatibility && Nsight Compute In Docker.md

# === CUDA: lei-mao-blogs → other locations ===
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CUDA Matrix Multiplication Optimization.md	2-cuda-kernels/gemm/CUDA Matrix Multiplication Optimization.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]Build and Develop CUTLASS CUDA Kernels.md	3-cutlass-cute/cutlass-deep-dive/Build and Develop CUTLASS CUDA Kernels.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]CuTe Layout Algebra.md	3-cutlass-cute/cute-core/CuTe Layout Algebra.md
cuda	cuda-mode/lei-mao-blogs/[블로그 전재]Row-Major VS Column-Major.md	7-hardware-arch/Row-Major VS Column-Major.md

# === CUDA: tech-notes ===
cuda	cuda-mode/tech-notes/CUDA Green Context 간단히 알아보기.md	2-cuda-kernels/basics/CUDA Green Context 간단히 알아보기.md
cuda	cuda-mode/tech-notes/CUDA는 이제 register bank conflict를 신경 쓰지 않아도 될까.md	2-cuda-kernels/basics/CUDA는 이제 register bank conflict를 신경 쓰지 않아도 될까.md
cuda	cuda-mode/tech-notes/NVIDIA GPU 이용률 개념을 올바르게 이해하는 방법.md	2-cuda-kernels/basics/NVIDIA GPU 이용률 개념을 올바르게 이해하는 방법.md
cuda	cuda-mode/tech-notes/GPU 계산과 프로그래밍 모델 발전：비동기 계산 프로그래밍에서의 처리량과 지연 균형.md	7-hardware-arch/GPU 계산과 프로그래밍 모델 발전：비동기 계산 프로그래밍에서의 처리량과 지연 균형.md
cuda	cuda-mode/tech-notes/GPU 메모리 시스템 발전：대역폭 이용률 극대화와 레이턴시 은닉 기술 경로.md	7-hardware-arch/GPU 메모리 시스템 발전：대역폭 이용률 극대화와 레이턴시 은닉 기술 경로.md
cuda	cuda-mode/tech-notes/nsight python 소개.md	8-pytorch-ecosystem/nsight python 소개.md
cuda	cuda-mode/tech-notes/LightX2V fp4 quant kernel 코드 노트.md	4-llm-inference/quantization/LightX2V fp4 quant kernel 코드 노트.md

# === CUDA: blog-translations ===
cuda	cuda-mode/blog-translations/Prefix Sum 더 빠르게 만들기.md	1-dl-compiler/triton/Prefix Sum 더 빠르게 만들기.md
cuda	cuda-mode/blog-translations/PTX instruction으로 matrix를 더 효율적으로 load와 store하기.md	2-cuda-kernels/isa-ptx/[블로그 번역] PTX instruction으로 matrix를 더 효율적으로 load와 store하기.md
cuda	cuda-mode/blog-translations/RMSNorm을 더 빠르게 만들기.md	2-cuda-kernels/operators/[블로그 번역]RMSNorm을 더 빠르게 만들기.md
cuda	cuda-mode/blog-translations/TMA 소개와 Hopper GPU에서 matrix transpose 더 빠르게 만들기.md	7-hardware-arch/[블로그 번역]TMA 소개와 Hopper GPU에서 matrix transpose 더 빠르게 만들기.md
cuda	cuda-mode/blog-translations/CUDA의 indexing.md	2-cuda-kernels/isa-ptx/CUDA의 indexing.md
cuda	cuda-mode/blog-translations/TensorCore와 Inline PTX Assembly에 관한 짧은 노트.md	2-cuda-kernels/isa-ptx/TensorCore와 Inline PTX Assembly에 관한 짧은 노트.md

# === CUDA: cute-dsl ===
cuda	cuda-mode/cute-dsl/CUTE DSL 학습 노트 1 CUTLASS 4.3.5 CuTe DSL 문서 번역.md	3-cutlass-cute/cute-core/CUTE DSL 학습 노트 1 CUTLASS 4.3.5 CuTe DSL 문서 번역.md
cuda	cuda-mode/cute-dsl/CUTE DSL 학습 노트 2 Educational Notebooks 번역.md	3-cutlass-cute/cute-core/CUTE DSL 학습 노트 2 Educational Notebooks 번역.md

# === CUDA: cuda-kernels ===
cuda	cuda-kernels/microbenchmark에서 WGMMA, MoE, RMSNorm까지: 코드를 따라 CUDA 튜닝 보기.md	2-cuda-kernels/operators/microbenchmark에서 WGMMA, MoE, RMSNorm까지: 코드를 따라 CUDA 튜닝 보기.md
cuda	cuda-kernels/reduce/[CUDA 블로그]Making vector sum really fast.md	2-cuda-kernels/operators/[CUDA 블로그]Making vector sum really fast.md

# === CUDA: papers ===
cuda	papers/cuda/마이크로벤치마킹과 명령어 수준 분석으로 NVIDIA Ampere 아키텍처 해부하기.md	7-hardware-arch/마이크로벤치마킹과 명령어 수준 분석으로 NVIDIA Ampere 아키텍처 해부하기.md

# === CUDA: ptx-isa ===
cuda	ptx-isa/ptx_isa_8.5_notes.md	2-cuda-kernels/isa-ptx/ptx_isa_8.5_notes.md

# === CUDA: cutlass ===
cuda	cutlass/CUTLASS 2.x & CUTLASS 3.x Intro 학습 노트.md	3-cutlass-cute/cutlass-deep-dive/CUTLASS 2.x & CUTLASS 3.x Intro 학습 노트.md
cuda	cutlass/cute/CUTLASS 노트 시리즈 - 양위안항.md	3-cutlass-cute/cutlass-deep-dive/CUTLASS 노트 시리즈 - 양위안항.md
cuda	cutlass/cute/cute 노트 - reed.md	3-cutlass-cute/cute-core/cute 노트 - reed.md
cuda	cutlass/swizzle/실용 Swizzle 튜토리얼.md	3-cutlass-cute/cute-core/실용 Swizzle 튜토리얼.md
cuda	cutlass/tma/CUTLASS Tutorial: NVIDIA® Tensor Memory Accelerator (TMA) 마스터하기.md	3-cutlass-cute/cutlass-deep-dive/CUTLASS Tutorial: NVIDIA® Tensor Memory Accelerator (TMA) 마스터하기.md
cuda	cutlass/tutorials/Tutorial: Matrix Transpose in CUTLASS.md	3-cutlass-cute/cutlass-deep-dive/Tutorial: Matrix Transpose in CUTLASS.md
cuda	cutlass/tutorials/튜토리얼：PyTorch에서 CUDA 라이브러리용 Python binding 만들기.md	8-pytorch-ecosystem/튜토리얼：PyTorch에서 CUDA 라이브러리용 Python binding 만들기.md
cuda	cutlass/wgmma/Tutorial: Hopper GPU에서 WGMMA로 빠른 행렬 곱셈 사용하기.md	7-hardware-arch/Tutorial: Hopper GPU에서 WGMMA로 빠른 행렬 곱셈 사용하기.md
cuda	cutlass/gemm/TensorRT-LLM의 Quantization GEMM（Ampere Mixed GEMM）의 CUTLASS 2.x 구현 설명.md	3-cutlass-cute/cutlass-deep-dive/TensorRT-LLM의 Quantization GEMM（Ampere Mixed GEMM）의 CUTLASS 2.x 구현 설명.md
cuda	cutlass/gemm/TensorRT-LLM의 Hopper Mixed GEMM CUTLASS 3.x 구현 해설.md	4-llm-inference/frameworks/tensorrt-llm/TensorRT-LLM의 Hopper Mixed GEMM CUTLASS 3.x 구현 해설.md
cuda	cutlass/instructions/CUDA ldmatrix 명령 상세 설명.md	2-cuda-kernels/isa-ptx/CUDA ldmatrix 명령 상세 설명.md
cuda	pytorch/kernels/CUTLASS Ping-Pong GEMM Kernel 심층 분석.md	3-cutlass-cute/cutlass-deep-dive/CUTLASS Ping-Pong GEMM Kernel 심층 분석.md
cuda	pytorch/kernels/Hopper TMA 유닛의 FP8 GEMM 적용 심층 분석.md	3-cutlass-cute/cutlass-deep-dive/Hopper TMA 유닛의 FP8 GEMM 적용 심층 분석.md

# === CUDA: ml-engineering ===
cuda	ml-engineering/[ml-engineering 번역 시리즈]AI 시스템에서의 네트워크 개요.md	4-llm-inference/distributed/[ml-engineering 번역 시리즈]AI 시스템에서의 네트워크 개요.md
cuda	ml-engineering/[ml-engineering 번역 시리즈]학습편 모델 병렬 개요.md	4-llm-inference/distributed/[ml-engineering 번역 시리즈]학습편 모델 병렬 개요.md
cuda	ml-engineering/ml-engineering 번역 시리즈 - AI 시스템의 네트워크 benchmark.md	4-llm-inference/distributed/ml-engineering 번역 시리즈 - AI 시스템의 네트워크 benchmark.md
cuda	ml-engineering/ml-engineering 번역 시리즈 - AI 시스템의 네트워크 debug.md	4-llm-inference/distributed/ml-engineering 번역 시리즈 - AI 시스템의 네트워크 debug.md
cuda	ml-engineering/ml-engineering 번역 시리즈 - Accelerator Benchmarks.md	7-hardware-arch/ml-engineering 번역 시리즈 - Accelerator Benchmarks.md
cuda	ml-engineering/[ml-engineering 번역 시리즈]컴퓨팅 가속기 GPU편.md	7-hardware-arch/[ml-engineering 번역 시리즈]컴퓨팅 가속기 GPU편.md
cuda	ml-engineering/[ml-engineering 번역 시리즈] 계산 가속기 - CPU.md	7-hardware-arch/[ml-engineering 번역 시리즈] 계산 가속기 - CPU.md

# === CUDA: pytorch/attention ===
cuda	pytorch/attention/FlashInfer API 개요.md	8-pytorch-ecosystem/FlashInfer API 개요.md
cuda	pytorch/attention/Flex Attention API 응용 Notebook 코드 훑어보기.md	8-pytorch-ecosystem/Flex Attention API 응용 Notebook 코드 훑어보기.md
cuda	pytorch/attention/LLM 추론을 위한 INT4 Decoding GQA CUDA 최적화.md	4-llm-inference/quantization/LLM 추론을 위한 INT4 Decoding GQA CUDA 최적화.md
cuda	pytorch/attention/[번역] Flash Attention 사용 가이드.md	4-llm-inference/attention/[번역] Flash Attention 사용 가이드.md
cuda	pytorch/attention/[번역][PyTorch 기묘한 기법] FlexAttention - Triton으로 유연한 Attention 만들기.md	1-dl-compiler/triton/[번역][PyTorch 기묘한 기법] FlexAttention - Triton으로 유연한 Attention 만들기.md

# === CUDA: pytorch/compile ===
cuda	pytorch/compile/Triton Kernel 컴파일 단계.md	1-dl-compiler/triton/Triton Kernel 컴파일 단계.md
